,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
28161,28JAN2022:00:00:00,41 a 50,M,Moderna,Público,0,2,,1129.0
28162,28JAN2022:00:00:00,41 a 50,M,Sinopharm,Público,33,52,,0.0
28163,28JAN2022:00:00:00,41 a 50,M,Sputnik,Público,0,25,,1.0
28164,28JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4,0,,302.0
28165,28JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,88.0
28166,28JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,9,,1964.0
28173,26JAN2022:00:00:00,41 a 50,M,Sinopharm,Público,43,61,,2.0
28174,26JAN2022:00:00:00,41 a 50,M,Sputnik,Público,5,13,,0.0
28175,26JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,40.0
28176,26JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
28177,26JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,30,,856.0
28185,26JAN2022:00:00:00,51 a 60,M,AstraZeneca,Público,24,17,,10.0
28186,26JAN2022:00:00:00,51 a 60,M,Moderna,Público,0,3,,384.0
28188,21JUL2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28191,23AUG2022:00:00:00,30 o menos,M,Moderna,Público,60,37,,420.0
28192,23AUG2022:00:00:00,30 o menos,M,Sinopharm,Público,5,43,,1.0
28195,23AUG2022:00:00:00,31 a 40,M,Moderna,Público,4,15,,92.0
28196,23AUG2022:00:00:00,31 a 40,M,Sinopharm,Público,0,3,,0.0
28198,23AUG2022:00:00:00,41 a 50,M,Moderna,Público,2,4,,41.0
28200,23AUG2022:00:00:00,51 a 60,M,Moderna,Público,1,1,,22.0
28202,23AUG2022:00:00:00,61 a 70,M,Moderna,Público,2,3,,9.0
28203,23AUG2022:00:00:00,61 a 70,M,Sinopharm,Público,0,0,,0.0
28205,23AUG2022:00:00:00,71 a 80,M,Moderna,Público,0,1,,5.0
28207,23AUG2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
28209,23AUG2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
28221,08DEC2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
28224,04JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
28232,17JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,102,77,,55.0
28233,17JAN2022:00:00:00,30 o menos,M,Moderna,Público,0,2,,16.0
28234,17JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,601,569,,0.0
28235,17JAN2022:00:00:00,30 o menos,M,Sputnik,Público,2,128,,0.0
28236,17JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0.0
28237,17JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,86,637,,1407.0
28244,17JAN2022:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,1.0
28245,17JAN2022:00:00:00,31 a 40,M,AstraZeneca,Público,48,50,,185.0
28246,17JAN2022:00:00:00,31 a 40,M,Moderna,Público,0,2,,12.0
28247,17JAN2022:00:00:00,31 a 40,M,Sinopharm,Público,130,63,,0.0
28248,17JAN2022:00:00:00,31 a 40,M,Sputnik,Público,1,65,,0.0
28249,17JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,250,,50.0
28250,02JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,530.0
28257,02JAN2022:00:00:00,71 a 80,M,AstraZeneca,Privado,0,0,,4.0
28258,02JAN2022:00:00:00,71 a 80,M,AstraZeneca,Público,3,1,,661.0
28259,02JAN2022:00:00:00,71 a 80,M,Sinopharm,Público,3,0,,0.0
28260,02JAN2022:00:00:00,71 a 80,M,Sputnik,Público,0,3,,0.0
28261,02JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,209.0
28267,02JAN2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,69.0
28268,02JAN2022:00:00:00,81 a 90,M,Sinopharm,Público,1,1,,0.0
28269,02JAN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,54.0
28275,02JAN2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,13.0
28276,02JAN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,16.0
28278,20APR2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,1,,1.0
28279,20APR2022:00:00:00,61 a 70,M,Moderna,Público,0,4,,20.0
28280,20APR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2.0
28281,20APR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,6,,44.0
28286,20APR2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,0.0
28287,20APR2022:00:00:00,71 a 80,M,Moderna,Público,0,2,,5.0
28288,20APR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,5,,13.0
28292,20APR2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,0.0
28293,20APR2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,3.0
28294,20APR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
28295,20APR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,11.0
28298,20APR2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,1.0
28299,20APR2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
28303,01JAN2022:00:00:00,51 a 60,M,Sinopharm,Público,1,0,,0.0
28310,11JUL2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
28311,07MAY2021:00:00:00,41 a 50,M,Sputnik,Público,1,0,,0.0
28312,07AUG2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,,0.0
28313,28AUG2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0.0
28317,28OCT2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,3,,1.0
28320,28OCT2022:00:00:00,41 a 50,M,Moderna,Público,2,2,,10.0
28321,28OCT2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,1,,2.0
28324,28OCT2022:00:00:00,51 a 60,M,Moderna,Público,0,2,,2.0
28326,28OCT2022:00:00:00,61 a 70,M,Moderna,Público,0,0,,1.0
28327,28OCT2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28329,28OCT2022:00:00:00,71 a 80,M,Moderna,Público,1,0,,1.0
28331,28OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
28333,28OCT2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
28337,29OCT2022:00:00:00,30 o menos,M,Moderna,Público,12,9,,15.0
28338,29OCT2022:00:00:00,30 o menos,M,Sinopharm,Público,0,1,,0.0
28340,29OCT2022:00:00:00,31 a 40,M,Moderna,Público,1,0,,6.0
28342,29OCT2022:00:00:00,41 a 50,M,Moderna,Público,0,1,,0.0
28344,29OCT2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,0.0
28346,29OCT2022:00:00:00,61 a 70,M,Moderna,Público,0,0,,0.0
28348,29OCT2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,0.0
28353,06FEB2022:00:00:00,71 a 80,M,AstraZeneca,Público,1,1,,0.0
28354,06FEB2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,87.0
28355,06FEB2022:00:00:00,71 a 80,M,Sinopharm,Público,1,1,,0.0
28356,06FEB2022:00:00:00,71 a 80,M,Sputnik,Público,0,3,,0.0
28357,06FEB2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,89.0
28363,06FEB2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,10.0
28364,06FEB2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,24.0
28368,06FEB2022:00:00:00,91 o mas,M,Moderna,Público,1,0,,2.0
28369,16FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,22,,930.0
28376,16FEB2022:00:00:00,51 a 60,M,AstraZeneca,Público,1,4,,6.0
28377,16FEB2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,154.0
28378,16FEB2022:00:00:00,51 a 60,M,Sinopharm,Público,7,39,,2.0
28379,16FEB2022:00:00:00,51 a 60,M,Sputnik,Público,0,7,,2.0
28380,16FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,2,,10.0
28381,16FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,18,,497.0
28388,16FEB2022:00:00:00,61 a 70,M,AstraZeneca,Público,2,3,,7.0
28389,16FEB2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,98.0
28390,16FEB2022:00:00:00,61 a 70,M,Sinopharm,Público,4,9,,0.0
28391,16FEB2022:00:00:00,61 a 70,M,Sputnik,Público,0,3,,3.0
28392,16FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2.0
28393,02FEB2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,3,,377.0
28394,02FEB2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,6,,3829.0
28403,02FEB2022:00:00:00,41 a 50,M,AstraZeneca,Público,18,28,,46.0
28404,02FEB2022:00:00:00,41 a 50,M,Moderna,Privado,0,0,,69.0
28405,02FEB2022:00:00:00,41 a 50,M,Moderna,Público,0,2,,1072.0
28406,02FEB2022:00:00:00,41 a 50,M,Sinopharm,Público,37,57,,0.0
28407,02FEB2022:00:00:00,41 a 50,M,Sputnik,Público,2,20,,1.0
28408,02FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,36.0
28409,02FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,138.0
28410,02FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,6,,1306.0
28419,02FEB2022:00:00:00,51 a 60,M,AstraZeneca,Público,13,21,,35.0
28420,02FEB2022:00:00:00,51 a 60,M,Moderna,Privado,0,0,,1.0
28421,02FEB2022:00:00:00,51 a 60,M,Moderna,Público,1,1,,1132.0
28422,02FEB2022:00:00:00,51 a 60,M,Sinopharm,Público,21,28,,1.0
28423,02FEB2022:00:00:00,51 a 60,M,Sputnik,Público,2,6,,2.0
28424,02FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,5.0
28425,02FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,1,,178.0
28426,02FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,1508.0
28427,02JAN2022:00:00:00,51 a 60,M,Sputnik,Público,6,27,,0.0
28428,02JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,7.0
28429,02JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,2037.0
28437,02JAN2022:00:00:00,61 a 70,M,AstraZeneca,Privado,0,0,,6.0
28438,02JAN2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,3,,557.0
28439,02JAN2022:00:00:00,61 a 70,M,Sinopharm,Público,5,8,,0.0
28440,02JAN2022:00:00:00,61 a 70,M,Sputnik,Público,0,15,,0.0
28441,02JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,3.0
28442,24JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,11,,218.0
28450,24JAN2022:00:00:00,71 a 80,M,AstraZeneca,Público,1,6,,12.0
28451,24JAN2022:00:00:00,71 a 80,M,Moderna,Público,0,1,,79.0
28452,24JAN2022:00:00:00,71 a 80,M,Sinopharm,Público,3,6,,0.0
28453,24JAN2022:00:00:00,71 a 80,M,Sputnik,Público,0,1,,0.0
28454,24JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,4.0
28455,24JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,1,,3.0
28456,24JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,4,,71.0
28463,24JAN2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,7.0
28464,24JAN2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,13.0
28465,24JAN2022:00:00:00,81 a 90,M,Sinopharm,Público,3,0,,0.0
28466,24JAN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
28467,24JAN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,17.0
28473,24JAN2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,3.0
28474,24JAN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,1.0
28475,24JAN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
28476,11JUL2022:00:00:00,30 o menos,M,Sinopharm,Público,10,20,,0.0
28477,11JUL2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,6,14,,1159.0
28481,11JUL2022:00:00:00,31 a 40,M,Moderna,Privado,0,0,,0.0
28482,11JUL2022:00:00:00,31 a 40,M,Moderna,Público,11,19,,94.0
28483,11JUL2022:00:00:00,31 a 40,M,Sinopharm,Público,1,0,,0.0
28487,11JUL2022:00:00:00,41 a 50,M,Moderna,Privado,0,0,,0.0
28493,13FEB2022:00:00:00,41 a 50,M,AstraZeneca,Público,26,14,,4.0
28494,13FEB2022:00:00:00,41 a 50,M,Moderna,Público,0,2,,486.0
28495,13FEB2022:00:00:00,41 a 50,M,Sinopharm,Público,68,51,,1.0
28496,13FEB2022:00:00:00,41 a 50,M,Sputnik,Público,0,8,,0.0
28497,13FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2.0
28498,13FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,442.0
28505,13FEB2022:00:00:00,51 a 60,M,AstraZeneca,Público,2,4,,1.0
28506,13FEB2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,181.0
28507,13FEB2022:00:00:00,51 a 60,M,Sinopharm,Público,11,25,,0.0
28508,13FEB2022:00:00:00,51 a 60,M,Sputnik,Público,0,5,,0.0
28509,13FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,3.0
28510,13FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,253.0
28517,13FEB2022:00:00:00,61 a 70,M,AstraZeneca,Público,1,0,,0.0
28518,13FEB2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,146.0
28519,13FEB2022:00:00:00,61 a 70,M,Sinopharm,Público,5,9,,0.0
28520,13FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
28521,13FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,144.0
28526,13FEB2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,47.0
28527,13FEB2022:00:00:00,71 a 80,M,Sinopharm,Público,1,7,,0.0
28528,13FEB2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,57.0
28532,13FEB2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,9.0
28534,02SEP2022:00:00:00,30 o menos,M,Moderna,Público,30,9,,98.0
28535,02SEP2022:00:00:00,30 o menos,M,Sinopharm,Público,0,5,,0.0
28537,02SEP2022:00:00:00,31 a 40,M,Moderna,Público,2,4,,12.0
28539,02JAN2023:00:00:00,31 a 40,M,Moderna,Público,8,6,,51.0
28542,02JAN2023:00:00:00,41 a 50,M,Moderna,Público,6,6,,45.0
28544,02JAN2023:00:00:00,51 a 60,M,Moderna,Público,4,2,,23.0
28546,02JAN2023:00:00:00,61 a 70,M,Moderna,Público,3,1,,14.0
28548,02JAN2023:00:00:00,71 a 80,M,Moderna,Público,2,2,,6.0
28550,02JAN2023:00:00:00,81 a 90,M,Moderna,Público,0,0,,2.0
28552,02JAN2023:00:00:00,91 o mas,M,Moderna,Público,0,1,,0.0
28553,31MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,0.0
28556,22DEC2021:00:00:00,30 o menos,M,Moderna,Público,1,0,,0.0
28559,04JUN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28560,28JUN2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,0.0
28562,18JUL2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28563,26JUL2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
28564,02AUG2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28567,08DEC2022:00:00:00,51 a 60,M,Sinopharm,Público,0,0,,0.0
28571,04JAN2023:00:00:00,30 o menos,M,Moderna,Público,82,64,,191.0
28572,04JAN2023:00:00:00,30 o menos,M,Sinopharm,Público,0,7,,0.0
28574,04JAN2023:00:00:00,31 a 40,M,Moderna,Público,5,10,,60.0
28577,04JAN2023:00:00:00,41 a 50,M,Moderna,Público,6,6,,44.0
28579,04JAN2023:00:00:00,51 a 60,M,Moderna,Público,4,3,,26.0
28581,04JAN2023:00:00:00,61 a 70,M,Moderna,Público,0,4,,11.0
28583,04JAN2023:00:00:00,71 a 80,M,Moderna,Público,4,3,,5.0
28585,04JAN2023:00:00:00,81 a 90,M,Moderna,Público,1,1,,4.0
28587,04JAN2023:00:00:00,91 o mas,M,Moderna,Público,1,0,,0.0
28590,08JAN2023:00:00:00,30 o menos,M,Moderna,Público,14,16,,46.0
28591,08JAN2023:00:00:00,30 o menos,M,Sinopharm,Público,0,3,,0.0
28593,08JAN2023:00:00:00,31 a 40,M,Moderna,Público,1,1,,21.0
28595,08JAN2023:00:00:00,41 a 50,M,Moderna,Público,1,4,,8.0
28597,08JAN2023:00:00:00,51 a 60,M,Moderna,Público,1,1,,7.0
28599,08JAN2023:00:00:00,61 a 70,M,Moderna,Público,1,0,,4.0
28601,08JAN2023:00:00:00,71 a 80,M,Moderna,Público,0,0,,0.0
28603,08JAN2023:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
28605,08JAN2023:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
28606,04MAY2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
28607,26APR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,0.0
28609,02JUL2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
28612,15OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28616,16JAN2022:00:00:00,61 a 70,M,Moderna,Privado,0,0,,2.0
28624,23MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,4,,6.0
28625,23MAR2022:00:00:00,30 o menos,M,Moderna,Público,20,110,,98.0
28626,23MAR2022:00:00:00,30 o menos,M,Sinopharm,Público,52,119,,0.0
28627,23MAR2022:00:00:00,30 o menos,M,Sputnik,Público,0,18,,9.0
28628,23MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,13,15,,18.0
28634,30JUN2022:00:00:00,30 o menos,M,AstraZeneca,Privado,0,0,,0.0
28635,30JUN2022:00:00:00,30 o menos,M,AstraZeneca,Público,2,13,,49.0
28636,30JUN2022:00:00:00,30 o menos,M,Moderna,Privado,0,0,,0.0
28637,30JUN2022:00:00:00,30 o menos,M,Moderna,Público,9,24,,144.0
28638,30JUN2022:00:00:00,30 o menos,M,Sinopharm,Público,22,19,,0.0
28639,30JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,9,11,,2427.0
28646,30JUN2022:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,0.0
28647,30JUN2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,6,,41.0
28648,30JUN2022:00:00:00,31 a 40,M,Moderna,Privado,0,0,,0.0
28649,30JUN2022:00:00:00,31 a 40,M,Moderna,Público,7,15,,45.0
28650,30JUN2022:00:00:00,31 a 40,M,Sinopharm,Público,1,0,,0.0
28655,19JUL2022:00:00:00,30 o menos,M,Moderna,Privado,1,3,,7.0
28656,19JUL2022:00:00:00,30 o menos,M,Moderna,Público,13,50,,362.0
28657,19JUL2022:00:00:00,30 o menos,M,Sinopharm,Público,12,14,,0.0
28658,19JUL2022:00:00:00,30 o menos,M,Sputnik,Público,0,0,,2.0
28659,31AUG2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28661,26NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (JANSSEN - J&J), vial x 5 dosis",Público,0,1,,0.0
28668,16JAN2023:00:00:00,30 o menos,M,Moderna,Público,53,28,,111.0
28669,16JAN2023:00:00:00,30 o menos,M,Sinopharm,Público,0,4,,0.0
28670,16JAN2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,,11.0
28672,16JAN2023:00:00:00,31 a 40,M,Moderna,Público,4,8,,32.0
28673,18DEC2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,158.0
28679,18DEC2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,1,,311.0
28680,18DEC2021:00:00:00,81 a 90,M,Sinopharm,Público,3,3,,0.0
28681,18DEC2021:00:00:00,81 a 90,M,Sputnik,Público,0,2,,0.0
28682,18DEC2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,96.0
28687,18DEC2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,35.0
28688,18DEC2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0.0
28689,18DEC2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,15.0
28690,19MAY2022:00:00:00,30 o menos,M,Sinopharm,Público,26,42,,1.0
28691,19MAY2022:00:00:00,30 o menos,M,Sputnik,Público,1,1,,3.0
28692,19MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,9,46,,337.0
28693,19MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,15,0,,10.0
28699,19MAY2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,4.0
28700,19MAY2022:00:00:00,31 a 40,M,Moderna,Público,2,7,,74.0
28701,19MAY2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,0.0
28702,19MAY2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,5,20,,128.0
28707,19MAY2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,1,,3.0
28708,19MAY2022:00:00:00,41 a 50,M,Moderna,Público,1,2,,43.0
28709,19MAY2022:00:00:00,41 a 50,M,Sputnik,Público,1,1,,1.0
28710,19MAY2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,4,,116.0
28715,19MAY2022:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,,3.0
28716,19MAY2022:00:00:00,51 a 60,M,Moderna,Público,2,1,,31.0
